"","Campus","StudyField","Branch","Role","EduLevel","ProgLang","Databases","Platform","WebFramework","Industry","AISearch","AITool","Employment"
"2064","Nelspruit Campus","IT","I am a developer by profession","Data scientist or machine learning specialist","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C++;Python","Cassandra;Microsoft SQL Server;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Google Cloud;Heroku;Microsoft Azure","Django;FastAPI","Legal Services","Bing AI;ChatGPT;Google Bard AI;Perplexity AI","Rubber Duck.AI","Employed"
"2065","Durban Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript","Dynamodb;PostgreSQL","Amazon Web Services (AWS)","AngularJS;React;Vue.js","Advertising Services","ChatGPT;WolframAlpha","AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI","Employed"
"2066","Pretoria Campus","Computer Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;Fortran;JavaScript;SQL","Microsoft SQL Server","Microsoft Azure","ASP.NET;ASP.NET CORE;React","Insurance","ChatGPT","AWS CodeWhisperer;Synk Code;Whispr AI","Employed"
"2067","Durban Campus","IT","I am a developer by profession","Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","TypeScript","Firebase Realtime Database;MySQL;PostgreSQL;Supabase","Firebase;Microsoft Azure;Vercel","Next.js;React","Advertising Services","Bing AI;ChatGPT","AWS CodeWhisperer;Mintlify","Employed"
"2068","Durban Campus","IT","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;JavaScript;PowerShell;SQL;TypeScript","Cosmos DB;Microsoft SQL Server;PostgreSQL","Amazon Web Services (AWS);Colocation;Google Cloud;Microsoft Azure;Oracle Cloud Infrastructure (OCI)","ASP.NET CORE;React;WordPress","Legal Services","ChatGPT;WolframAlpha","AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI","Employed"
"2069","Port Elizabeth Campus","IT","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C++;Dart;Groovy;Java;JavaScript;Kotlin;PHP;TypeScript","Dynamodb;PostgreSQL;Solr","Amazon Web Services (AWS)","Express;Fastify;jQuery;NestJS;Next.js;Node.js;React;Spring Boot","Wholesale","ChatGPT","Adrenaline;Synk Code;Whispr AI","Employed"
"2070","Pretoria Campus","Computer Science","I am a developer by profession","Developer, front-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","JavaScript;TypeScript","Dynamodb;SQLite","Amazon Web Services (AWS)","React","Retail and Consumer Services","ChatGPT","GitHub Copilot;Mintlify;Tabnine","Employed"
"2071","Nelspruit Campus","Data Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C#;SQL","Microsoft SQL Server","Microsoft Azure","ASP.NET;ASP.NET CORE","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT;WolframAlpha","Codeium;Synk Code;Whispr AI","Not employed"
"2072","Port Elizabeth Campus","Computer Science","I am a developer by profession","Developer, front-end","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","HTML/CSS;JavaScript;Python","MariaDB;MySQL;SQLite","Amazon Web Services (AWS);Firebase;Microsoft Azure;Netlify;Vercel","Django;FastAPI;Next.js;React;Vue.js;WordPress","Manufacturing, Transportation, or Supply Chain","ChatGPT;WolframAlpha","Replit Ghostwriter","Employed"
"2073","Nelspruit Campus","Data Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript","MariaDB;MongoDB;MySQL;PostgreSQL","Cloudflare;OVH","Angular;Drupal;jQuery;Laravel;Node.js;React;Symfony;WordPress","Healthcare","ChatGPT","Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine","Employed"
"2074","Port Elizabeth Campus","Computer Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C;Haskell;HTML/CSS;Java;JavaScript;Kotlin;Prolog;Python;R;SQL;Swift;TypeScript;VBA","Cloud Firestore;Couch DB;Dynamodb;Firebase Realtime Database;MariaDB;MongoDB;MySQL;Redis;Snowflake;SQLite","Amazon Web Services (AWS);Digital Ocean;Firebase;Google Cloud;Heroku;Microsoft Azure;Vercel","Angular;Express;jQuery;NestJS;Next.js;Node.js;React;Vue.js;WordPress","Legal Services","Bing AI;ChatGPT;WolframAlpha","Adrenaline;GitHub Copilot;Rubber Duck.AI","Independent contractor"
"2075","Nelspruit Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;Python;Ruby;SQL","Elasticsearch;MariaDB;MySQL;Redis;SQLite","Heroku;Netlify","Flask;React;Ruby on Rails","Oil & Gas","ChatGPT","Codeium;GitHub Copilot;Tabnine","Not employed"
"2076","Cape Town Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;Python;SQL","MySQL;Oracle","Heroku;Oracle Cloud Infrastructure (OCI)","jQuery","Higher Education","Bing AI;ChatGPT","Adrenaline;Tabnine","Employed"
"2077","Nelspruit Campus","Computer Science","I am a developer by profession","Designer","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript","Oracle;PostgreSQL","Microsoft Azure","Express;Next.js;Node.js;React","Financial Services","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine","Employed"
"2078","Port Elizabeth Campus","IT","I am a developer by profession","Developer, back-end","Some college/university study without earning a degree","Bash/Shell (all shells);C;C++;MATLAB;Python","Microsoft SQL Server;SQLite","Amazon Web Services (AWS);Google Cloud;OpenStack","Flask","Legal Services","Bing AI;ChatGPT;WolframAlpha","AWS CodeWhisperer;GitHub Copilot;Mintlify","Student"
"2079","Durban Campus","Data Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","System administrator","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL","Microsoft SQL Server","Amazon Web Services (AWS);Cloudflare;Google Cloud;Netlify;VMware","Next.js;Node.js","Insurance","ChatGPT","GitHub Copilot;Rubber Duck.AI;Tabnine","Employed"
"2080","Nelspruit Campus","Data Science","I am a developer by profession","DevOps specialist","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python","InfluxDB;MariaDB","Microsoft Azure","Flask","Oil & Gas","ChatGPT","Adrenaline;AWS CodeWhisperer;GitHub Copilot","Employed"
"2081","Nelspruit Campus","Computer Science","I am a developer by profession","Developer, back-end","Some college/university study without earning a degree","Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL","H2;MongoDB;MySQL;PostgreSQL;Redis","Google Cloud","Angular;Node.js;React;Spring Boot;WordPress","Wholesale","ChatGPT","Mintlify","Student"
"2082","Cape Town Campus","Computer Science","I am a developer by profession","Developer, full-stack","Some college/university study without earning a degree","Bash/Shell (all shells);C++;Dart;GDScript;Go;HTML/CSS;Python;TypeScript","MongoDB;Neo4J","Amazon Web Services (AWS);Digital Ocean;Fly.io;Netlify","Deno;Express;Vue.js","Other","Bing AI;ChatGPT;Perplexity AI","AWS CodeWhisperer;Replit Ghostwriter;Tabnine","Independent contractor"
"2083","Durban Campus","Computer Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;TypeScript","BigQuery;Elasticsearch;Neo4J;PostgreSQL;Redis","Firebase;Google Cloud","Django;Flask;Vue.js","Other","ChatGPT","AWS CodeWhisperer;Synk Code","Employed"
"2084","Nelspruit Campus","Data Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Java;JavaScript;Python;TypeScript","MySQL;Oracle;Snowflake","Amazon Web Services (AWS);Cloudflare","Angular;React;Spring Boot","Advertising Services","ChatGPT","Codeium;Tabnine","Employed"
"2085","Nelspruit Campus","Computer Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;HTML/CSS;JavaScript;Solidity;SQL","Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;Solr;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Hetzner;Vercel","ASP.NET;ASP.NET CORE;Gatsby;jQuery;Next.js;React;Remix;Vue.js","Other","WolframAlpha","Adrenaline;AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Whispr AI","Employed"
"2086","Pretoria Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript","Cosmos DB;Microsoft SQL Server","Microsoft Azure","Angular;ASP.NET;ASP.NET CORE;Blazor;jQuery","Higher Education","ChatGPT","Synk Code;Tabnine","Employed"
"2087","Port Elizabeth Campus","Data Science","I am a developer by profession","Cloud infrastructure engineer","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);JavaScript;Perl;PHP;Python;Ruby;SQL","Dynamodb;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;Solr;SQLite","Amazon Web Services (AWS);Cloudflare;Google Cloud;Hetzner;Managed Hosting;Microsoft Azure;OVH;Scaleway","NestJS;Next.js;Symfony","Retail and Consumer Services","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot","Employed"
"2088","Port Elizabeth Campus","IT","I am a developer by profession","Engineer, site reliability","Some college/university study without earning a degree","C#;C++;Dart;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript","MySQL;PostgreSQL;SQLite;Supabase","Amazon Web Services (AWS);Firebase;Google Cloud;OpenStack","ASP.NET;ASP.NET CORE;Django;Express;Gatsby;jQuery;Next.js;Node.js;React;Spring Boot;WordPress","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT;Google Bard AI","GitHub Copilot;Rubber Duck.AI","Employed"
"2089","Nelspruit Campus","Data Science","I am a developer by profession","Engineering manager","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Lisp;Lua;Python;SQL;TypeScript","PostgreSQL","Amazon Web Services (AWS)","Django;Elm;React","Wholesale","ChatGPT","AWS CodeWhisperer;Mintlify","Employed"
"2090","Nelspruit Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;Python;SQL","Dynamodb;MySQL;PostgreSQL","Amazon Web Services (AWS);Vercel","Node.js;React;Spring Boot","Legal Services","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine","Employed"
"2091","Durban Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;Lisp;PHP;Python;SQL;TypeScript","MariaDB;MongoDB;MySQL","Cloudflare;Digital Ocean;Netlify;Vercel","Django;jQuery;React;Symfony","Wholesale","ChatGPT;WolframAlpha","Adrenaline;AWS CodeWhisperer;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI","Employed"
"2092","Nelspruit Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Python;SQL;Swift;TypeScript","Cloud Firestore;Firebase Realtime Database;MongoDB;MySQL;PostgreSQL;SQLite","Digital Ocean;Google Cloud","Express;Next.js;Node.js;React;Vue.js","Advertising Services","ChatGPT","Replit Ghostwriter","Employed"
"2093","Cape Town Campus","Data Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","HTML/CSS;TypeScript","Dynamodb;MySQL;PostgreSQL","Amazon Web Services (AWS)","NestJS;Node.js","Legal Services","ChatGPT","Adrenaline;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI","Independent contractor"
"2094","Cape Town Campus","Data Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;C++;Java;JavaScript;Python;TypeScript","MongoDB;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Firebase;Google Cloud;Heroku","Express;Node.js;React","Information Services, IT, Software Development, or other Technology","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine;Whispr AI","Employed"
"2095","Durban Campus","IT","I am a developer by profession","Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;JavaScript;SQL","Dynamodb;Microsoft SQL Server;SQLite","Amazon Web Services (AWS);Microsoft Azure","ASP.NET;ASP.NET CORE","Healthcare","ChatGPT","Adrenaline;GitHub Copilot;Rubber Duck.AI","Employed"
"2096","Port Elizabeth Campus","Data Science","I am a developer by profession","Student","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;Go;Java;JavaScript;Python;SQL;TypeScript","Cockroachdb;Microsoft SQL Server;MySQL;PostgreSQL;SQLite","Cloudflare;Linode, now Akamai;Microsoft Azure","FastAPI;React","Financial Services","ChatGPT","AWS CodeWhisperer;Mintlify;Replit Ghostwriter;Synk Code;Tabnine","Employed"
"2097","Nelspruit Campus","IT","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Dart;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript","Cloud Firestore;Elasticsearch;Firebase Realtime Database;Oracle","Firebase;Google Cloud;Microsoft Azure","Angular;Express;Node.js;React;Spring Boot","Legal Services","ChatGPT","Adrenaline;Synk Code;Whispr AI","Employed"
"2098","Nelspruit Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;JavaScript;SQL;TypeScript","MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Google Cloud","Angular;ASP.NET CORE;Express;Node.js;React","Advertising Services","Bing AI;ChatGPT","AWS CodeWhisperer;GitHub Copilot;Synk Code","Employed"
"2099","Nelspruit Campus","Computer Science","I am a developer by profession","Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript","Dynamodb;PostgreSQL","Amazon Web Services (AWS)","Express;Next.js;Node.js;Svelte","Oil & Gas","ChatGPT","GitHub Copilot;Replit Ghostwriter;Whispr AI","Employed"
"2100","Cape Town Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;JavaScript;PowerShell;SQL","Cosmos DB;Microsoft SQL Server","Microsoft Azure","ASP.NET;ASP.NET CORE;Blazor;jQuery;Svelte","Retail and Consumer Services","Bing AI;ChatGPT","AWS CodeWhisperer;GitHub Copilot;Tabnine","Employed"
"2101","Cape Town Campus","IT","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Dart;HTML/CSS;Python;SQL;TypeScript","Cloud Firestore;PostgreSQL","Amazon Web Services (AWS)","Django;FastAPI;Next.js;React","Healthcare","ChatGPT;Phind","AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine","Employed"
"2102","Durban Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;PHP","MariaDB;MySQL","Digital Ocean","Laravel","Legal Services","ChatGPT","AWS CodeWhisperer;Replit Ghostwriter;Rubber Duck.AI;Tabnine","Employed"
"2103","Nelspruit Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;JavaScript;PHP","MySQL","Managed Hosting","Node.js","Advertising Services","Bing AI","Codeium;GitHub Copilot;Synk Code","Independent contractor"
"2104","Pretoria Campus","Data Science","I am a developer by profession","Engineer, data","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Python;SQL","Dynamodb;MongoDB;MySQL;PostgreSQL;Snowflake;SQLite","Amazon Web Services (AWS);Heroku","Django","Higher Education","ChatGPT","AWS CodeWhisperer","Employed"
"2105","Nelspruit Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript","Elasticsearch;Microsoft SQL Server;MongoDB;PostgreSQL;Redis","Amazon Web Services (AWS);Managed Hosting;Microsoft Azure;VMware","Angular;ASP.NET CORE;React","Retail and Consumer Services","ChatGPT","Mintlify;Synk Code","Employed"
"2106","Nelspruit Campus","IT","I used to be a developer by profession, but no longer am","Project manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Java;SQL","Oracle","Oracle Cloud Infrastructure (OCI)","WordPress","Information Services, IT, Software Development, or other Technology","ChatGPT","GitHub Copilot;Mintlify","Independent contractor"
"2107","Cape Town Campus","Computer Science","I am a developer by profession","Developer, full-stack","Something else","HTML/CSS;JavaScript;PHP;SQL","Cloud Firestore;MySQL","Firebase;Heroku","Drupal;jQuery;React;Symfony;Vue.js;WordPress","Retail and Consumer Services","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Tabnine;Whispr AI","Employed"
"2108","Nelspruit Campus","Computer Science","I am a developer by profession","Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript;TypeScript","MongoDB;MySQL;Oracle;PostgreSQL;SQLite","Amazon Web Services (AWS)","NestJS;React;Vue.js","Oil & Gas","ChatGPT","GitHub Copilot","Not employed"
